Country	Variable	2012	2013	2014	2015	2016	2017
South Sudan	Industry (including construction), value added (constant 2010 US$)						
South Sudan	Industry (including construction), value added (constant LCU)						
South Sudan	Industry (including construction), value added (current LCU)						
South Sudan	Industry (including construction), value added (current US$)						
South Sudan	Industry (including construction), value added per worker (constant 2010 US$)						
South Sudan	Inflation, consumer prices (annual %)	45.078257063458395	-0.0393813258289415	1.65522359837255	52.81465207383761	379.848020604367	187.85162569662398
South Sudan	Inflation, GDP deflator (annual %)	35.3206605521467	2.5376101486205696	-1.8015791358583	0.303421241792208	273.352034558032	
South Sudan	Inflation, GDP deflator: linked series (annual %)	35.3206605521467	2.5376101486205696	-1.8015791358583	0.303421241792236	273.352034558032	
South Sudan	Informal employment (% of total non-agricultural employment)						
South Sudan	Informal employment, female (% of total non-agricultural employment)						
South Sudan	Informal employment, male (% of total non-agricultural employment)						
South Sudan	Informal payments to public officials (% of firms)			36.1			
South Sudan	Insurance and financial services (% of commercial service exports)			59.397368913227396	39.0484088317612	52.858829482206104	
South Sudan	Insurance and financial services (% of commercial service imports)			21.4092473619375	16.4404301297895	37.6151713033366	
South Sudan	Insurance and financial services (% of service exports, BoP)			48.599386865315	38.839055572739504	52.858829482206104	
South Sudan	Insurance and financial services (% of service imports, BoP)			20.28250760564	15.774770300471802	37.3644926248445	
South Sudan	Intentional homicides (per 100,000 people)	13.902423107306198					
South Sudan	Intentional homicides, female (per 100,000 female)	6.153906097854639					
South Sudan	Intentional homicides, male (per 100,000 male)	21.643522238627895					
South Sudan	Interest arrears, long-term DOD (US$)						
South Sudan	Interest arrears, official creditors (current US$)						
South Sudan	Interest arrears, private creditors (current US$)						
South Sudan	Interest forgiven (current US$)						
South Sudan	Interest payments (% of expense)						
South Sudan	Interest payments (% of revenue)						
South Sudan	Interest payments (current LCU)						
South Sudan	Interest payments on external debt (% of exports of goods, services and primary income)						
South Sudan	Interest payments on external debt (% of GNI)						
South Sudan	Interest payments on external debt, long-term (INT, current US$)						
South Sudan	Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)						
South Sudan	Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)						
South Sudan	Interest payments on external debt, short-term (INT, current US$)						
South Sudan	Interest payments on external debt, total (INT, current US$)						
South Sudan	Interest rate spread (lending rate minus deposit rate, %)	10.0461235744745	12.201392939326698	17.2664063896837	12.5837305070767	9.34648951965683	9.375254346269868
South Sudan	Interest rescheduled (capitalized) (current US$)						
South Sudan	Interest rescheduled, official (current US$)						
South Sudan	Interest rescheduled, private (current US$)						
South Sudan	Internally displaced persons, new displacement associated with conflict and violence (number of cases)	190000.0	383000.0	1304000.0	199000.0	281000.0	857000.0
South Sudan	Internally displaced persons, new displacement associated with disasters (number of cases)	340000.0	116000.0	112000.0	15000.0		75000.0
South Sudan	Internally displaced persons, total displaced by conflict and violence (number of people)	350000.0	383000.0	1498000.0	1697000.0	1854000.0	1899000.0
South Sudan	International migrant stock (% of population)				6.67856203968099		
South Sudan	International migrant stock, total				824122.0		
South Sudan	International tourism, expenditures (% of total imports)			0.7048063130207529	10.2329466709699	3.48472528748984	
South Sudan	International tourism, expenditures (current US$)			38000000.0	539000000.0	144000000.0	108000000.0
South Sudan	International tourism, expenditures for passenger transport items (current US$)				512000000.0	133000000.0	102000000.0
South Sudan	International tourism, expenditures for travel items (current US$)			38000000.0	27000000.0	11000000.0	6000000.0
South Sudan	International tourism, number of arrivals						
South Sudan	International tourism, number of departures						
South Sudan	International tourism, receipts (% of total exports)			0.0211112619185944	1.4015416958654499	1.79673224102207	
South Sudan	International tourism, receipts (current US$)			800000.0	22000000.0	23500000.0	26000000.0
South Sudan	International tourism, receipts for passenger transport items (current US$)				5000000.0	500000.0	10000000.0
South Sudan	International tourism, receipts for travel items (current US$)			800000.0	17000000.0	23000000.0	16000000.0
South Sudan	Investment in energy with private participation (current US$)						
South Sudan	Investment in ICT with private participation (current US$)						
South Sudan	Investment in transport with private participation (current US$)						
South Sudan	Investment in water and sanitation with private participation (current US$)						
South Sudan	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	64.67099761962889	64.24600219726561	63.792999267578104	63.3380012512207	63.051998138427706	62.933998107910206
South Sudan	Labor force participation rate for ages 15-24, female (%) (national estimate)						
South Sudan	Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)	60.9109992980957	60.242000579834006	59.520999908447294	58.7869987487793	58.3219985961914	58.1500015258789
South Sudan	Labor force participation rate for ages 15-24, male (%) (national estimate)						
South Sudan	Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)	62.779998779296896	62.231998443603494	61.643001556396506	61.0460014343262	60.6689987182617	60.523998260498
South Sudan	Labor force participation rate for ages 15-24, total (%) (national estimate)						
South Sudan	Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)	70.6169967651367	70.6230010986328	70.640998840332	70.6729965209961	70.7170028686523	70.7969970703125
South Sudan	Labor force participation rate, female (% of female population ages 15+) (national estimate)						
South Sudan	Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)	72.7979965209961	72.8190002441406	72.8460006713867	72.8820037841797	72.9219970703125	72.9929962158203
South Sudan	Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)	75.322998046875	74.9499969482422	74.5609970092773	74.1760025024414	73.9459991455078	73.8919982910156
South Sudan	Labor force participation rate, male (% of male population ages 15+) (national estimate)						
South Sudan	Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)	76.1800003051758	75.80799865722659	75.4169998168945	75.0279998779297	74.7939987182617	74.73500061035159
South Sudan	Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)	72.9509963989258	72.7699966430664	72.5869979858398	72.4130020141602	72.3209991455078	72.33599853515629
South Sudan	Labor force participation rate, total (% of total population ages 15+) (national estimate)						
South Sudan	Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)	74.4820022583008	74.30799865722659	74.1279983520508	73.9520034790039	73.8560028076172	73.8629989624023
South Sudan	Labor force with advanced education (% of total working-age population with advanced education)						
South Sudan	Labor force with advanced education, female (% of female working-age population with advanced education)						
South Sudan	Labor force with advanced education, male (% of male working-age population with advanced education)						
South Sudan	Labor force with basic education (% of total working-age population with basic education)						
South Sudan	Labor force with basic education, female (% of female working-age population with basic education)						
South Sudan	Labor force with basic education, male (% of male working-age population with basic education)						
South Sudan	Labor force with intermediate education (% of total working-age population with intermediate education)						
South Sudan	Labor force with intermediate education, female (% of female working-age population with intermediate education)						
South Sudan	Labor force with intermediate education, male (% of male working-age population with intermediate education)						
South Sudan	Labor force, female (% of total labor force)	48.797593365272505	48.8992449992299	49.0108050556595	49.12605125996679	49.197188057413705	49.2196523076459
South Sudan	Labor force, total	4501888.0	4661982.0	4822002.0	4983187.0	5140930.0	5305840.0
South Sudan	Labor tax and contributions (% of commercial profits)	19.2	19.2	19.2	19.2	19.2	19.2
South Sudan	Land area (sq. km)						
South Sudan	Land area where elevation is below 5 meters (% of total land area)						
South Sudan	Land under cereal production (hectares)	1141000.0	1173000.0	1013451.0	658706.0	545719.0	
South Sudan	Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no)				0.0		0.0
South Sudan	Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)				0.0		0.0
South Sudan	Law mandates paid or unpaid maternity leave (1=yes; 0=no)				1.0		1.0
South Sudan	Law prohibits or invalidates child or early marriage (1=yes; 0=no)				0.0		0.0
South Sudan	Lead time to export, median case (days)						
South Sudan	Lead time to import, median case (days)						
South Sudan	Legislation exists on domestic violence (1=yes; 0=no)				0.0		0.0
South Sudan	Lending interest rate (%)	12.0253120760801	13.5641229127859	18.659487966954103	13.7803938893243	10.3660058174987	10.0869781113353
South Sudan	Level of water stress: freshwater withdrawal as a proportion of available freshwater resources			1.329293			
South Sudan	Life expectancy at birth, female (years)	55.72	56.266999999999996	56.805	57.328	57.839	
South Sudan	Life expectancy at birth, male (years)	53.793	54.325	54.836000000000006	55.326	55.79600000000001	
South Sudan	Life expectancy at birth, total (years)	54.756	55.294	55.817	56.321999999999996	56.81100000000001	
South Sudan	Lifetime risk of maternal death (%)	4.3166422031390095	4.19637725732414	4.07076074553368	3.86557591056089		
South Sudan	Lifetime risk of maternal death (1 in: rate varies by country)	23.0	24.0	25.0	26.0		
South Sudan	Liner shipping connectivity index (maximum value in 2004 = 100)						
South Sudan	Listed domestic companies, total						
South Sudan	Literacy rate, adult female (% of females ages 15 and above)						
South Sudan	Literacy rate, adult male (% of males ages 15 and above)						
South Sudan	Literacy rate, adult total (% of people ages 15 and above)						
South Sudan	Literacy rate, youth (ages 15-24), gender parity index (GPI)						
South Sudan	Literacy rate, youth female (% of females ages 15-24)						
South Sudan	Literacy rate, youth male (% of males ages 15-24)						
South Sudan	Literacy rate, youth total (% of people ages 15-24)						
South Sudan	Livestock production index (2004-2006 = 100)						
South Sudan	Logistics performance index: Ability to track and trace consignments (1=low to 5=high)						
South Sudan	Logistics performance index: Competence and quality of logistics services (1=low to 5=high)						
South Sudan	Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)						
South Sudan	Logistics performance index: Efficiency of customs clearance process (1=low to 5=high)						
South Sudan	Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high)						
South Sudan	Logistics performance index: Overall (1=low to 5=high)						
South Sudan	Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)						
South Sudan	Losses due to theft and vandalism (% of annual sales of affected firms)			10.8			
South Sudan	Low-birthweight babies (% of births)						
South Sudan	Lower secondary completion rate, female (% of relevant age group)						
South Sudan	Lower secondary completion rate, male (% of relevant age group)						
South Sudan	Lower secondary completion rate, total (% of relevant age group)						
South Sudan	Lower secondary school starting age (years)	12.0	12.0	12.0	12.0	12.0	12.0
South Sudan	Machinery and transport equipment (% of value added in manufacturing)						
South Sudan	Mammal species, threatened						
South Sudan	Manufactures exports (% of merchandise exports)						
South Sudan	Manufactures imports (% of merchandise imports)						
South Sudan	Manufacturing, value added (% of GDP)						
South Sudan	Manufacturing, value added (annual % growth)						
South Sudan	Manufacturing, value added (constant 2010 US$)						
South Sudan	Manufacturing, value added (constant LCU)						
South Sudan	Manufacturing, value added (current LCU)						
South Sudan	Manufacturing, value added (current US$)						
South Sudan	Marine protected areas (% of territorial waters)						
South Sudan	Market capitalization of listed domestic companies (% of GDP)						
South Sudan	Market capitalization of listed domestic companies (current US$)						
South Sudan	Maternal mortality ratio (modeled estimate, per 100,000 live births)	857.0	841.0	823.0	789.0		
South Sudan	Maternal mortality ratio (national estimate, per 100,000 live births)						
South Sudan	Medium and high-tech exports (% manufactured exports)						
South Sudan	Medium and high-tech Industry (including construction) (% manufacturing value added)						
South Sudan	Merchandise exports (current US$)						
South Sudan	Merchandise exports by the reporting economy (current US$)	139123772.0	2320166427.0	4085040413.0	2193036276.0	1375824391.0	1258947979.0
South Sudan	Merchandise exports by the reporting economy, residual (% of total merchandise exports)	0.0	0.0	0.0	0.0	0.0	0.0
South Sudan	Merchandise exports to economies in the Arab World (% of total merchandise exports)				0.00406121873015474	0.0196269961316597	0.0148937845826591
South Sudan	Merchandise exports to high-income economies (% of total merchandise exports)	98.15569261592479	0.00928644589856398	0.007359804790259241	0.050024981894098	0.0884901451060261	0.0687228554659763
South Sudan	Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)	0.00299733103843677	99.7585414591468	99.96814868719879	99.8837046597035	99.33954819674369	94.8918830584977
South Sudan	Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)		2.198118178356e-06		0.0121300319065037	0.0724988600670912	0.148731244756222
South Sudan	Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)						0.00263775791803388
South Sudan	Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)					0.000340813844461055	0.0068918653865999
South Sudan	Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)	1.84129280221068	0.232169896836457	0.024490332991964	0.0491860536829533	0.494935839526049	4.86237382489972
South Sudan	Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)	1.72508261204994e-05		1.17501897526515e-06	0.00495427281295004	0.0041861447127084705	0.0187593930757643
South Sudan	Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)	1.8442901332491202	99.9907135541014	99.9926390201908	99.94502074529301	99.90732371018129	99.9125177514583
South Sudan	Merchandise exports to low- and middle-income economies within region (% of total merchandise exports)	1.72508261204994e-05		1.17501897526515e-06	0.00495427281295004	0.0041861447127084705	0.0187593930757643
South Sudan	Merchandise imports (current US$)						
South Sudan	Merchandise imports by the reporting economy (current US$)	99117756.0	283787907.0	224597464.0	509147833.0	400657579.0	701647567.0
South Sudan	Merchandise imports by the reporting economy, residual (% of total merchandise imports)	0.0	0.0	0.0	0.0	0.0	0.0
South Sudan	Merchandise imports from economies in the Arab World (% of total merchandise imports)					0.0599781490717788	1.87068802306557
South Sudan	Merchandise imports from high-income economies (% of total merchandise imports)	48.214831457645204	39.9974382981724	44.8830192490508	22.491966296947798	13.8964349904386	8.87505778239234
South Sudan	Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports)	18.2878968728872	28.0820736311361	31.3061411058497	32.3407459145564	12.108669483075	7.820271398446961
South Sudan	Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)		0.101453583080268	0.00198310342453377	4.66805031064524	1.13207492825189	0.782379253942457
South Sudan	Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports)				0.0890945557652997	0.17600915019755603	0.0291442612527437
South Sudan	Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports)						1.7008892443006203
South Sudan	Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports)	31.662605436708997	30.8506845571823	21.625008196886895	8.16598349344246	10.1645729756681	6.208214073376809
South Sudan	Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)	1.83466623275854	0.9683499304288541	2.18384834478808	32.2441594286428	62.5222384723689	74.5840439862881
South Sudan	Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports)	49.9505023095963	59.03421177139871	52.9331324061611	45.263874274409396	23.581326537192503	16.5408982313196
South Sudan	Merchandise imports from low- and middle-income economies within region (% of total merchandise imports)	1.83466623275854	0.9683499304288541	2.18384834478808	32.2441594286428	62.5222384723689	74.5840439862881
South Sudan	Merchandise trade (% of GDP)						
South Sudan	Methane emissions (% change from 1990)						
South Sudan	Methane emissions (kt of CO2 equivalent)						
South Sudan	Methane emissions in energy sector (thousand metric tons of CO2 equivalent)						
South Sudan	Methodology assessment of statistical capacity (scale 0 - 100)		10.0	10.0	20.0	30.0	30.0
South Sudan	Military expenditure (% of GDP)	9.50874354725778	7.170971039857019	8.1034249871257	8.74845386098307	3.80893253443758	2.03734941635651
South Sudan	Military expenditure (% of general government expenditure)	27.740666730104397	25.9318771819891	23.6772323630982	25.5602582885669	8.34976587316653	7.39310439808543
South Sudan	Military expenditure (current LCU)	2915266666.66667	2896850000.0	3839500000.0	4710500000.0	6597734500.0	8186384500.0
South Sudan	Military expenditure (current USD)	988225988.700565	981983050.847458	1301525423.72881	1151920376.75944	135338143.589744	72388104.5738804
South Sudan	Mineral rents (% of GDP)	0.0	0.0	0.0	0.0		
South Sudan	Mobile cellular subscriptions	2300000.0	2853228.0	2876097.0	2899000.0	2700000.0	1511529.0
South Sudan	Mobile cellular subscriptions (per 100 people)	21.2603544859071	25.526553814854697	24.942366085215202	24.3979701966044	22.0755425064571	12.0194288769608
South Sudan	Mortality caused by road traffic injury (per 100,000 people)				29.3		
South Sudan	Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)				19.6	19.8	
South Sudan	Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)				19.4	19.5	
South Sudan	Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)				19.9	20.0	
South Sudan	Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)					165.1	
South Sudan	Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)					161.0	
South Sudan	Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)					169.0	
South Sudan	Mortality rate attributed to unintentional poisoning (per 100,000 population)				4.0	4.0	
South Sudan	Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)				2.7	2.7	
South Sudan	Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)				5.4	5.3	
South Sudan	Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)					63.3	
South Sudan	Mortality rate, adult, female (per 1,000 female adults)	329.19300000000004	324.157	319.122	314.086	309.051	
South Sudan	Mortality rate, adult, male (per 1,000 male adults)	357.024	351.412	345.8	340.18800000000005	334.57599999999996	
South Sudan	Mortality rate, infant (per 1,000 live births)	63.7	62.8	62.5	62.5	62.5	62.5
South Sudan	Mortality rate, infant, female (per 1,000 live births)				57.2		57.1
South Sudan	Mortality rate, infant, male (per 1,000 live births)				67.2		67.3
South Sudan	Mortality rate, neonatal (per 1,000 live births)	40.4	40.0	39.8	39.7	39.6	39.6
South Sudan	Mortality rate, under-5 (per 1,000 live births)	98.6	96.9	96.4	96.4	96.4	96.4
South Sudan	Mortality rate, under-5, female (per 1,000 live births)				91.6		91.7
South Sudan	Mortality rate, under-5, male (per 1,000 live births)				100.6		100.6
South Sudan	Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no)				0.0		0.0
South Sudan	Multilateral debt (% of total external debt)						
South Sudan	Multilateral debt service (% of public and publicly guaranteed debt service)						
South Sudan	Multilateral debt service (TDS, current US$)						
South Sudan	Natural gas rents (% of GDP)	0.15237727755378	0.125857040838125	0.13237941901614	0.114559392159819		
South Sudan	Net acquisition of financial assets (% of GDP)						
South Sudan	Net acquisition of financial assets (current LCU)						
South Sudan	Net barter terms of trade index (2000 = 100)						
South Sudan	Net bilateral aid flows from DAC donors, Australia (current US$)	23150000.0	26840000.0	22990000.0	8030000.0	10790000.0	24900000.0
South Sudan	Net bilateral aid flows from DAC donors, Austria (current US$)	930000.0	340000.0	1360000.0	600000.0	850000.0	3330000.0
South Sudan	Net bilateral aid flows from DAC donors, Belgium (current US$)	2340000.0	6200000.0	5730000.0	4360000.0	10690000.0	10680000.0
South Sudan	Net bilateral aid flows from DAC donors, Canada (current US$)	65550000.0	66050000.0	87000000.0	88030000.0	67460000.0	109890000.0
South Sudan	Net bilateral aid flows from DAC donors, Czech Republic (current US$)		210000.0	290000.0	210000.0	400000.0	400000.0
South Sudan	Net bilateral aid flows from DAC donors, Denmark (current US$)	37390000.0	33680000.0	36430000.0	9710000.0	19780000.0	14810000.0
South Sudan	Net bilateral aid flows from DAC donors, European Union institutions (current US$)	46870000.0	128310000.0	225660000.0	134410000.0	224020000.0	240410000.0
South Sudan	Net bilateral aid flows from DAC donors, Finland (current US$)	13430000.0	14140000.0	4570000.0	8420000.0	13310000.0	6040000.0
South Sudan	Net bilateral aid flows from DAC donors, France (current US$)	3520000.0	1390000.0	2890000.0	840000.0	240000.0	3600000.0
South Sudan	Net bilateral aid flows from DAC donors, Germany (current US$)	34390000.0	34570000.0	91730000.0	56740000.0	123860000.0	151550000.0
South Sudan	Net bilateral aid flows from DAC donors, Greece (current US$)						
South Sudan	Net bilateral aid flows from DAC donors, Iceland (current US$)	50000.0		100000.0			
South Sudan	Net bilateral aid flows from DAC donors, Ireland (current US$)	8350000.0	9970000.0	12820000.0	12210000.0	10220000.0	12050000.0
South Sudan	Net bilateral aid flows from DAC donors, Italy (current US$)	8950000.0	1930000.0	8040000.0	12760000.0	11040000.0	8910000.0
South Sudan	Net bilateral aid flows from DAC donors, Japan (current US$)	75030000.0	80360000.0	43280000.0	91230000.0	55150000.0	42220000.0
South Sudan	Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)	1770000.0	1940000.0	2060000.0	3060000.0	3330000.0	4210000.0
South Sudan	Net bilateral aid flows from DAC donors, Luxembourg (current US$)	730000.0	1720000.0	3470000.0	3450000.0	4540000.0	2400000.0
South Sudan	Net bilateral aid flows from DAC donors, Netherlands (current US$)	45170000.0	55210000.0	54800000.0	42080000.0	48680000.0	55210000.0
South Sudan	Net bilateral aid flows from DAC donors, New Zealand (current US$)			580000.0			3560000.0
South Sudan	Net bilateral aid flows from DAC donors, Norway (current US$)	73590000.0	91120000.0	94970000.0	58580000.0	66770000.0	73010000.0
South Sudan	Net bilateral aid flows from DAC donors, Poland (current US$)	450000.0	580000.0		10000.0		
South Sudan	Net bilateral aid flows from DAC donors, Portugal (current US$)						
South Sudan	Net bilateral aid flows from DAC donors, Slovak Republic (current US$)	700000.0	690000.0	390000.0	170000.0	260000.0	1270000.0
South Sudan	Net bilateral aid flows from DAC donors, Slovenia (current US$)			40000.0	30000.0	30000.0	30000.0
South Sudan	Net bilateral aid flows from DAC donors, Spain (current US$)	2040000.0	120000.0	2500000.0	800000.0	640000.0	1070000.0
South Sudan	Net bilateral aid flows from DAC donors, Sweden (current US$)	72230000.0	67030000.0	56180000.0	33870000.0	31560000.0	37640000.0
South Sudan	Net bilateral aid flows from DAC donors, Switzerland (current US$)	15560000.0	18940000.0	25970000.0	31810000.0	25040000.0	24720000.0
South Sudan	Net bilateral aid flows from DAC donors, Total (current US$)	1086180000.0	1264840000.0	1854960000.0	1514300000.0	1489330000.0	1934580000.0
South Sudan	Net bilateral aid flows from DAC donors, United Kingdom (current US$)	171970000.0	213380000.0	275040000.0	317790000.0	217130000.0	216630000.0
South Sudan	Net bilateral aid flows from DAC donors, United States (current US$)	382020000.0	410120000.0	796070000.0	595100000.0	543540000.0	886040000.0
South Sudan	Net capital account (BoP, current US$)			223497638.778648	74570000.0	81410000.0	
South Sudan	Net change in interest arrears (current US$)						
South Sudan	Net domestic credit (current LCU)	1964212671.61	3755055596.23	8851811177.07	14572359088.4401	19180922827.1607	29882536474.532997
South Sudan	Net errors and omissions (BoP, current US$)			54980099.802601	2692760000.0	1828540000.0	
South Sudan	Net financial account (BoP, current US$)			-656921478.300163	-319820000.0	-590140000.0	
South Sudan	Net financial flows, bilateral (NFL, current US$)						
South Sudan	Net financial flows, IBRD (NFL, current US$)						
South Sudan	Net financial flows, IDA (NFL, current US$)						
South Sudan	Net financial flows, IMF concessional (NFL, current US$)						
South Sudan	Net financial flows, IMF nonconcessional (NFL, current US$)						
South Sudan	Net financial flows, multilateral (NFL, current US$)						
South Sudan	Net financial flows, others (NFL, current US$)						
South Sudan	Net financial flows, RDB concessional (NFL, current US$)						
South Sudan	Net financial flows, RDB nonconcessional (NFL, current US$)						
South Sudan	Net flows on external debt, long-term (NFL, current US$)						
South Sudan	Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)						
South Sudan	Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)						
South Sudan	Net flows on external debt, short-term (NFL, current US$)						
South Sudan	Net flows on external debt, total (NFL, current US$)						
South Sudan	Net foreign assets (current LCU)	3875802265.86	2973039150.1665	1560422577.4629998	-7297989114.98452	-40124373723.0485	-54906607587.587006
South Sudan	Net incurrence of liabilities, total (% of GDP)						
South Sudan	Net incurrence of liabilities, total (current LCU)						
South Sudan	Net intake rate in grade 1 (% of official school-age population)						
South Sudan	Net intake rate in grade 1, female (% of official school-age population)						
South Sudan	Net intake rate in grade 1, male (% of official school-age population)						
South Sudan	Net investment in nonfinancial assets (% of GDP)						
South Sudan	Net investment in nonfinancial assets (current LCU)						
South Sudan	Net lending (+) / net borrowing (-) (% of GDP)						
South Sudan	Net lending (+) / net borrowing (-) (current LCU)						
South Sudan	Net migration	425000.0					150000.0
South Sudan	Net ODA provided to the least developed countries (% of GNI)						
South Sudan	Net ODA provided, to the least developed countries (current US$)						
South Sudan	Net ODA provided, total (% of GNI)						
South Sudan	Net ODA provided, total (constant 2015 US$)						
South Sudan	Net ODA provided, total (current US$)						
South Sudan	Net ODA received (% of central government expense)						
South Sudan	Net ODA received (% of GNI)	10.962103686221099	10.0472156962295	14.397953427809599	16.75857671137	64.3534491406592	
South Sudan	Net ODA received (% of gross capital formation)	98.0792320627803	73.1514265461634	63.296416866943396	105.707864398223	316.705955968991	
South Sudan	Net ODA received (% of imports of goods, services and primary income)			36.3413058493149	31.7615310801534	38.3183233937755	
South Sudan	Net ODA received per capita (current US$)	109.653513532401	125.18910775138201	170.33431096132298	140.953613054084	129.757586014899	173.602071421154
South Sudan	Net official aid received (constant 2015 US$)						
South Sudan	Net official aid received (current US$)						
South Sudan	Net official development assistance and official aid received (constant 2015 US$)	1088180000.0	1271570000.0	1803270000.0	1655690000.0	1587030000.0	2144020000.0
South Sudan	Net official development assistance and official aid received (current US$)	1186260000.0	1399300000.0	1964120000.0	1674830000.0	1587030000.0	2183170000.0
South Sudan	Net official development assistance received (constant 2015 US$)	1088180000.0	1271570000.0	1803270000.0	1655690000.0	1587030000.0	2144020000.0
South Sudan	Net official development assistance received (current US$)	1186260000.0	1399300000.0	1964120000.0	1674830000.0	1587030000.0	2183170000.0
South Sudan	Net official flows from UN agencies, FAO (current US$)		10000.0				
South Sudan	Net official flows from UN agencies, IAEA (current US$)						
South Sudan	Net official flows from UN agencies, IFAD (current US$)	2070000.0	2830000.0	1650000.0	3520000.0	980000.0	
South Sudan	Net official flows from UN agencies, ILO (current US$)	50000.0	90000.0	20000.0	20000.0	20000.0	120000.0
South Sudan	Net official flows from UN agencies, UNAIDS (current US$)	460000.0	1510000.0	1380000.0	1300000.0	880000.0	690000.0
South Sudan	Net official flows from UN agencies, UNDP (current US$)	3510000.0	3750000.0	3920000.0	3300000.0	1880000.0	4260000.0
South Sudan	Net official flows from UN agencies, UNECE (current US$)						
South Sudan	Net official flows from UN agencies, UNFPA (current US$)	2870000.0	3710000.0	5110000.0	3590000.0	3870000.0	2610000.0
South Sudan	Net official flows from UN agencies, UNHCR (current US$)	17330000.0	43160000.0			26850000.0	56680000.0
South Sudan	Net official flows from UN agencies, UNICEF (current US$)	7860000.0	10380000.0	18880000.0	10600000.0	10600000.0	11000000.0
South Sudan	Net official flows from UN agencies, UNPBF (current US$)	1280000.0	3380000.0	1930000.0	4170000.0	90000.0	-310000.0
South Sudan	Net official flows from UN agencies, UNRWA (current US$)						
South Sudan	Net official flows from UN agencies, UNTA (current US$)						
South Sudan	Net official flows from UN agencies, UNWTO (current US$)						
South Sudan	Net official flows from UN agencies, WFP (current US$)	16230000.0	27110000.0	7750000.0	30050000.0	16600000.0	9460000.0
South Sudan	Net official flows from UN agencies, WHO (current US$)	480000.0	750000.0	1120000.0	2700000.0	1570000.0	4190000.0
South Sudan	Net primary income (BoP, current US$)			-10725177.1938983	9620000.0	3840000.0	
South Sudan	Net primary income (Net income from abroad) (constant LCU)						
South Sudan	Net primary income (Net income from abroad) (current LCU)	-1313684000.0	-2988637400.0	-4301100000.0	-3733492858.3333297	-21640174749.9973	
South Sudan	Net primary income (Net income from abroad) (current US$)	-445316610.169491	-1013097423.72881	-1458000000.0	-913000000.007442	-437999999.99965	
South Sudan	Net secondary income (BoP, current US$)			677431506.98483	600830000.0	320460000.0	
South Sudan	Net secondary income (Net current transfers from abroad) (constant LCU)	1574413736.8153698					
South Sudan	Net secondary income (Net current transfers from abroad) (current LCU)	3113725000.0	1480900000.0	1098875000.0	2694821241.6666603	29150007083.3296	
South Sudan	Net secondary income (Net current transfers from abroad) (current US$)	1055500000.0	502000000.0	372500000.0	659000000.00537	589999999.999526	
South Sudan	Net trade in goods (BoP, current US$)			-1135203224.3977199	-2989190000.0	-2664640000.0	
South Sudan	Net trade in goods and services (BoP, current US$)			-1602105546.6723402	-3697600000.0	-2824390000.0	
