Indicator Name|Unit|1961|1962|1963|1964|1965|1966|1967|1968|1969|1970|1971|1972|1973|1974|1975|1976|1977|1978|1979|1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2010-2012|2011|2011-2013|2012|2012-2014|2013|2014|2014-2016|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026|2027|2028|2029|2030|2031|2032|2033|2034|2035|2036|2037|2038|2039|2040|2041|2042|2043|2044|2045|2046|2047|2048|2049|2050|2051|2052|2053|2054|2055|2056|2057|2058|2059|2060|2061|2062|2063|2064|2065|2066|2067|2068|2069|2070|2071|2072|2073|2074|2075|2076|2077|2078|2079|2080|2081|2082|2083|2084|2085|2086|2087|2088|2089|2090|2091|2092|2093|2094|2095|2096|2097|2098|2099|2100
Production, Meat indigenous, cattle|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Meat indigenous, chicken|1000 Head||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0||0.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Meat indigenous, chicken|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Meat indigenous, goat|Head||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0||0.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Meat indigenous, goat|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Meat indigenous, poultry|1000 Head||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0||0.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Meat indigenous, poultry|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Meat indigenous, sheep|Head||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0||0.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Meat indigenous, sheep|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Meat indigenous, total|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||9800.0||9900.0|10000.0||10100.0|10200.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Meat, Poultry|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||20000.0||20000.0|20000.0||20001.0|20062.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Meat, Total|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||385800.0||402900.0|420000.0||408671.0|407225.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Meat, camel|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Meat, cattle|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||200000.0||213000.0|225000.0||213047.0|208135.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Meat, chicken|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||20000.0||20000.0|20000.0||20001.0|20062.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Meat, game|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||9800.0||9900.0|10000.0||10100.0|10200.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Meat, goat|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||43000.0||45000.0|50000.0||49427.0|48956.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Meat, sheep|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||113000.0||115000.0|115000.0||116096.0|119872.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Melons, other (inc.cantaloupes)|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||46000.0||50000.0|52000.0||54082.0|56907.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Melonseed|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||20000.0||18000.0|25000.0||22545.0|22687.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Milk, skimmed cow|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||355320.0||355320.0|355320.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Milk, whole fresh camel|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Milk, whole fresh cow|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||2597000.0||2598000.0|2610000.0||2616330.0|2618659.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Milk, whole fresh goat|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||450000.0||455000.0|460000.0||466065.0|466672.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Milk, whole fresh sheep|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||140000.0||145000.0|150000.0||155820.0|157968.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Milk,Total|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||3187000.0||3198000.0|3220000.0||3238214.0|3243299.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Millet|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||8000.0||7000.0|12551.0||8000.0|6000.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Molasses|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||340000.0||340000.0|340000.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Oil, cottonseed|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||6000.0||6000.0|6000.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Oil, groundnut|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0||0.0|0.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Oil, sesame|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||42500.0||42500.0|42500.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Oil, sunflower|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||36940.0||36940.0|14904.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Oilcrops, Cake Equivalent|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||218350.0||234520.0|210250.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Oilcrops, Oil Equivalent|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||159620.0||174780.0|159350.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Oilseeds nes|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||53000.0||46500.0|52000.0||51539.0|51923.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Okra|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Onions, dry|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Onions, shallots, green|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||330.0||310.0|340.0||350.0|350.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Oranges|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Peas, green|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Pineapples|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||3000.0||3500.0|4000.0||4500.0|5000.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Potatoes|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Pulses, nes|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||28000.0||28600.0|30000.0||31043.0|31804.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Pulses,Total|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||34000.0||33900.0|34140.0||34184.0|34316.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Pumpkins, squash and gourds|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||50000.0||58000.0|65000.0||72273.0|80430.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Rice, paddy|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Roots and Tubers,Total|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||163000.0||173800.0|177205.0||182129.0|187740.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Roundwood|m3||||||||||||||||||||||||||||||||||||||||||||||||||||||4428000.0||4474000.0|4522000.0||4621000.0|4652000.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Roundwood, coniferous (production)|m3||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0||0.0|0.0||0.0|0.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Roundwood, non-coniferous (production)|m3||||||||||||||||||||||||||||||||||||||||||||||||||||||4428000.0||4474000.0|4522000.0||4621000.0|4652000.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Seed cotton|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Sesame seed|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||200000.0||225000.0|175000.0||189504.0|202027.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Sheep and Goat Meat|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||156000.0||160000.0|165000.0||165523.0|168828.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Skins, goat, fresh|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Skins, sheep, fresh|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||22500.0||22750.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Skins, sheep, with wool|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||162.0||162.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Sorghum|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||650000.0||720000.0|990000.0||772000.0|712000.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Sugar Raw Centrifugal|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Sugar cane|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Sunflower seed|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||38000.0||44000.0|50000.0||56000.0|62000.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Sweet potatoes|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Tangerines, mandarins, clementines, satsumas|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||13000.0||14000.0|16000.0||17533.0|18988.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Tomatoes|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Vegetables Primary|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||351080.0||409110.0|471340.0||542582.0|625402.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Vegetables, fresh nes|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||300000.0||350000.0|405000.0||468884.0|543475.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Watermelons|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Wheat|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Wood charcoal|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||251000.0||258000.0|265000.0||272000.0|278000.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Wood fuel|m3||||||||||||||||||||||||||||||||||||||||||||||||||||||4428000.0||4474000.0|4522000.0||4621000.0|4652000.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Wood fuel, coniferous (production)|m3||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0||0.0|0.0||0.0|0.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Wood fuel, non-coniferous (production)|m3||||||||||||||||||||||||||||||||||||||||||||||||||||||4428000.0||4474000.0|4522000.0||4621000.0|4652000.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Wool, greasy|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||55000.0||55000.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Production, Yams|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||43000.0||48800.0|51000.0||53477.0|57374.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Residues (Crop residues), All Crops|kg of nutrients||||||||||||||||||||||||||||||||||||||||||||||||||||||15518331.185||16418091.4849|17733508.7863||12468019.6292|10869547.4444||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Residues (Crop residues), Beans, dry|kg of nutrients||||||||||||||||||||||||||||||||||||||||||||||||||||||43229.1072||38304.8256|31174.0749||23796.9121|18964.8859||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Residues (Crop residues), Maize|kg of nutrients||||||||||||||||||||||||||||||||||||||||||||||||||||||2193420.2154||2636250.9601|3172589.4486||1606596.1239|1196068.6819||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Residues (Crop residues), Millet|kg of nutrients||||||||||||||||||||||||||||||||||||||||||||||||||||||100412.7744||87325.3696|149095.5796||94832.1646|70912.8299||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Residues (Crop residues), Sorghum|kg of nutrients||||||||||||||||||||||||||||||||||||||||||||||||||||||13181269.088||13656210.3296|14380649.6832||10742794.4286|9583601.0466||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Rural population, Population - Est. & Proj.|1000 persons||||||||||||||||||||||||||||||||||||||||||||||||||||||8865.0||9219.0|9556.0||9867.0|10146.0|10397.0|10628.0|10850.0|11075.0|11302.0|11531.0|11758.0|11982.0|12200.0|12411.0|12618.0|12820.0|13018.0|13214.0|13406.0|13595.0|13780.0|13961.0|14139.0|14314.0|14486.0|14654.0|14819.0|14980.0|15138.0|15292.0|15441.0|15587.0|15728.0|15864.0|15995.0|16121.0|16242.0|16357.0||||||||||||||||||||||||||||||||||||||||||||||||||
Share in Agricultural area, Permanent meadows and pastures|%||||||||||||||||||||||||||||||||||||||||||||||||||||||90.33||90.33|90.33||90.33|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share in Agricultural area, Total area equipped for irrigation|%||||||||||||||||||||||||||||||||||||||||||||||||||||||0.13||0.13|0.13||0.13|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share in Forest area, Other naturally regenerated forest|%||||||||||||||||||||||||||||||||||||||||||||||||||||||100.0||100.0|100.0||100.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share in Forest area, Planted forest|%||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0||0.0|0.0||0.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share in Forest area, Primary forest|%||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0||0.0|0.0||0.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share in total livestock, Asses|% of total LSU||||||||||||||||||||||||||||||||||||||||||||||||||||||1.0||1.06|1.08||1.11|1.16||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share in total livestock, Cattle|% of total LSU||||||||||||||||||||||||||||||||||||||||||||||||||||||65.04||64.76|64.31||63.95|63.68||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share in total livestock, Cattle and Buffaloes|% of total LSU||||||||||||||||||||||||||||||||||||||||||||||||||||||65.04||64.76|64.31||63.95|63.68||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share in total livestock, Chickens|% of total LSU||||||||||||||||||||||||||||||||||||||||||||||||||||||1.66||1.65|1.63||1.62|1.61||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share in total livestock, Equidae|% of total LSU||||||||||||||||||||||||||||||||||||||||||||||||||||||1.0||1.06|1.08||1.11|1.16||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share in total livestock, Goats|% of total LSU||||||||||||||||||||||||||||||||||||||||||||||||||||||14.94||14.92|14.75||14.66|14.61||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share in total livestock, Major livestock types|% of total LSU||||||||||||||||||||||||||||||||||||||||||||||||||||||100.0||100.0|100.0||100.0|100.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share in total livestock, Sheep|% of total LSU||||||||||||||||||||||||||||||||||||||||||||||||||||||17.37||17.61|18.23||18.66|18.94||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share in total livestock, Sheep and Goats|% of total LSU||||||||||||||||||||||||||||||||||||||||||||||||||||||32.31||32.53|32.98||33.32|33.54||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share of GDP in Local Currency, Gross Fixed Capital Formation|%||||||||||||||||||||||||||||||||||||||||||||||||14.003252|13.686399|10.637794||9.508379||12.26639||11.328862|9.738767||9.701076|5.997436||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share of GDP in Local Currency, Value Added (Agriculture, Forestry and Fishing)|%||||||||||||||||||||||||||||||||||||||||||||||||3.842958|5.133099|5.033121||4.49405||4.0378620000000005||4.679728|4.846725||3.841867|4.0578||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share of GDP in Local Currency, Value Added (Total Manufacturing)|%||||||||||||||||||||||||||||||||||||||||||||||||1.6817939999999998|2.5628040000000003|2.213111||2.7787900000000003||2.664764||2.254881|1.845579||1.775623|1.84279||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share of GDP in US$, Gross Fixed Capital Formation|%||||||||||||||||||||||||||||||||||||||||||||||||14.003252|13.686399|10.637794||9.508379||12.26639||11.328862|9.738767||9.701076|5.997436||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share of GDP in US$, Value Added (Agriculture)|%||||||||||||||||||||||||||||||||||||||||||||||||3.838226|5.0667550000000015|5.10241||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share of GDP in US$, Value Added (Agriculture, Forestry and Fishing)|%||||||||||||||||||||||||||||||||||||||||||||||||3.842958|5.133099|5.033121||4.49405||4.0378620000000005||4.679728|4.846725||3.841867|4.0578||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share of GDP in US$, Value Added (Total Manufacturing)|%||||||||||||||||||||||||||||||||||||||||||||||||1.6817939999999998|2.5628040000000003|2.213111||2.7787900000000003||2.664764||2.254881|1.845579||1.775623|1.84279||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share of GDP, Local Currency, 2010 prices, Gross Fixed Capital Formation|%||||||||||||||||||||||||||||||||||||||||||||||||15.176061|11.32959|10.637794||10.850109||11.256857||10.861325|8.739077||6.82653|4.975585||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share of GDP, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)|%||||||||||||||||||||||||||||||||||||||||||||||||3.842958|5.133099|5.033121||4.49405||4.0378620000000005||4.679728|4.846725||3.841867|4.0578||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share of GDP, Local Currency, 2010 prices, Value Added (Total Manufacturing)|%||||||||||||||||||||||||||||||||||||||||||||||||1.6817939999999998|2.5628040000000003|2.213111||2.7787900000000003||2.664764||2.254881|1.845579||1.775623|1.84279||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share of GDP, US$, 2010 prices, Gross Fixed Capital Formation|%||||||||||||||||||||||||||||||||||||||||||||||||15.176061|11.32959|10.637794||10.850109||11.256857||10.861325|8.739077||6.82653|4.975585||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share of GDP, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)|%||||||||||||||||||||||||||||||||||||||||||||||||3.842958|5.133099|5.033121||4.49405||4.0378620000000005||4.679728|4.846725||3.841867|4.0578||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share of GDP, US$, 2010 prices, Value Added (Total Manufacturing)|%||||||||||||||||||||||||||||||||||||||||||||||||1.6817939999999998|2.5628040000000003|2.213111||2.7787900000000003||2.664764||2.254881|1.845579||1.775623|1.84279||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share of Total, DFA Commitment to Agriculture, Forestry and Fishing|%||||||||||||||||||||||||||||||||||||||||||||||||||||2.76||2.38||5.35|1.24||4.1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share of Total, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)|%||||||||||||||||||||||||||||||||||||||||||||||||4.83|5.16|6.8||6.94||4.18||4.69|5.76||5.79|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Share of Total, Value Added (Agriculture, Forestry and Fishing)|%||||||||||||||||||||||||||||||||||||||||||||||||3.77|5.05|4.94||4.42||3.97||4.59|4.73||4.43|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Asses|Head||||||||||||||||||||||||||||||||||||||||||||||||||||||300000.0||320000.0|330000.0||342618.9672138333|360207.020212||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Asses|Livestock units (LSU)||||||||||||||||||||||||||||||||||||||||||||||||||||||90000.0||96000.0|99000.0||102785.64|108062.14||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Camels|Head||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Cattle|Head||||||||||||||||||||||||||||||||||||||||||||||||||||||11757000.0||11765000.0|11817000.0||11823700.0|11830800.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Cattle|Livestock units (LSU)||||||||||||||||||||||||||||||||||||||||||||||||||||||5878500.0||5882500.0|5908500.0||5911850.0|5915400.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Cattle and Buffaloes|Head||||||||||||||||||||||||||||||||||||||||||||||||||||||11757000.0||11765000.0|11817000.0||11823700.0|11830800.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Cattle and Buffaloes|Livestock units (LSU)||||||||||||||||||||||||||||||||||||||||||||||||||||||5878500.0||5882500.0|5908500.0||5911850.0|5915400.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Cattle, dairy|Head||||||||||||||||||||||||||||||||||||||||||||||||||||||7369000.0||7370000.0|7372000.0||7375128.9395316|7380947.057312||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Cattle, non-dairy|Head||||||||||||||||||||||||||||||||||||||||||||||||||||||4388000.0||4395000.0|4445000.0||4448571.0604684|4449852.942688||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Chickens|1000 Head||||||||||||||||||||||||||||||||||||||||||||||||||||||15000.0||15000.0|15000.0||15000.0|15000.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Chickens|Head||||||||||||||||||||||||||||||||||||||||||||||||||||||15000000.0||15000000.0|15000000.0||15000000.0|15000000.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Chickens|Livestock units (LSU)||||||||||||||||||||||||||||||||||||||||||||||||||||||150000.0||150000.0|150000.0||150000.0|150000.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
